City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
265,camarinas,43.1311,-9.1817,22.32000000000005,81,14,0.94,ES,1693473778
266,pasuquin,18.3328,120.6177,27.970000000000027,89,100,6.17,PH,1693473780
267,amga,60.8953,131.9608,22.82000000000005,58,0,1.64,RU,1693473783
268,gamba,-2.65,10.0,24.260000000000048,78,88,3.1,GA,1693473785
269,roma,43.2128,-75.4557,12.07000000000005,95,20,0.0,US,1693473788
270,tarakan,3.3,117.6333,29.720000000000027,84,20,3.09,ID,1693473790
271,rabak,13.1809,32.74,29.460000000000036,56,39,7.71,SD,1693473793
272,zaigrayevo,51.8336,108.2703,26.810000000000002,25,54,1.46,RU,1693473795
273,lhuentse,27.6679,91.1839,26.180000000000007,82,81,2.13,BT,1693473798
274,aasiaat,68.7098,-52.8699,2.57000000000005,88,100,8.6,GL,1693473800
275,noumea,-22.2763,166.4572,23.33000000000004,99,26,0.34,NC,1693473803
276,vizinga,61.0749,50.1031,18.810000000000002,44,19,3.35,RU,1693473805
277,newnham,-41.3833,147.1333,9.060000000000002,61,10,2.57,AU,1693473808
278,taro,-8.3862,115.28,23.0,76,86,2.24,ID,1693473810
279,weligama,5.9667,80.4167,27.83000000000004,76,96,6.07,LK,1693473813
280,funadhoo,6.15,73.2667,27.950000000000045,75,100,10.24,MV,1693473815
281,baume-les-dames,47.353,6.3612,17.140000000000043,78,90,3.73,FR,1693473818
282,nema,57.5067,50.5011,18.870000000000005,40,0,6.8,RU,1693473820
283,zadonsk,52.3904,38.9261,26.450000000000045,35,4,2.74,RU,1693473823
284,rongelap,11.1635,166.8941,28.680000000000007,78,48,7.53,MH,1693473825
285,nova vicosa,-17.8919,-39.3719,23.49000000000001,94,92,1.09,BR,1693473827
286,barcelos,41.5388,-8.6151,24.400000000000034,57,0,0.91,PT,1693473830
287,dabakala,8.3667,-4.4333,23.25,94,100,1.98,CI,1693473832
288,sliven,42.6858,26.3292,29.200000000000045,34,62,0.59,BG,1693473835
289,atlantic city,39.3643,-74.4229,18.890000000000043,77,0,3.6,US,1693473837
290,macheng,31.1783,115.0319,30.57000000000005,49,0,2.47,CN,1693473839
291,santa ana,33.7456,-117.8678,24.29000000000002,95,100,1.54,US,1693473842
292,gasa,31.5,34.4667,30.810000000000002,51,0,3.99,PS,1693473844
293,elmadag,39.9208,33.2308,31.30000000000001,22,23,4.39,TR,1693473847
294,qarauyl,48.9451,79.255,19.0,28,99,9.72,KZ,1693473849
295,hithadhoo,-0.6,73.0833,27.5,74,83,2.98,MV,1693473852
296,kayangel,8.0823,134.7173,28.5,83,68,5.68,PW,1693473857
297,hasaki,35.7333,140.8333,29.610000000000014,80,94,5.53,JP,1693473859
298,hassi messaoud,31.6804,6.0729,28.920000000000016,58,40,1.54,DZ,1693473862
299,nyurba,63.2842,118.3319,21.600000000000023,45,1,5.47,RU,1693473864
300,kailua-kona,19.6406,-155.9956,28.110000000000014,86,40,1.54,US,1693473867
301,omaruru,-21.4333,15.9333,27.74000000000001,20,0,2.16,NA,1693473869
302,aras-asan,8.8908,126.3033,27.900000000000034,83,50,1.78,PH,1693473872
303,aykhal,66.0,111.5,4.760000000000048,67,100,9.28,RU,1693473874
304,kavaratti,10.5669,72.642,27.840000000000032,80,80,7.37,IN,1693473876
305,la passe,45.5549,-0.8967,21.129999999999995,80,100,5.41,FR,1693473879
306,kindu,-2.95,25.95,32.22000000000003,41,57,1.71,CD,1693473881
307,luganville,-15.5333,167.1667,24.620000000000005,94,78,2.35,VU,1693473884
308,mitu,1.1983,-70.1733,22.24000000000001,92,96,0.88,CO,1693473886
309,tarecuato,19.85,-102.4833,15.57000000000005,94,100,0.21,MX,1693473889
310,sompeta,18.9333,84.6,32.60000000000002,56,75,2.77,IN,1693473891
311,oriximina,-1.7656,-55.8661,24.410000000000025,59,3,1.14,BR,1693473893
312,gadzhiyevo,69.2551,33.3362,15.840000000000032,71,94,2.3,RU,1693473896
313,iwanai,42.9744,140.5089,24.860000000000014,93,67,2.52,JP,1693473841
314,liman,48.9884,37.8023,29.390000000000043,14,0,4.62,UA,1693473901
315,kone,-21.0595,164.8658,21.24000000000001,92,90,2.17,NC,1693473903
316,polyarnyy,69.1989,33.4478,15.950000000000045,71,94,2.03,RU,1693473906
317,nyons,44.3333,5.1667,20.860000000000014,49,26,3.37,FR,1693473908
318,katsuren-haebaru,26.3369,127.8719,31.010000000000048,79,75,6.17,JP,1693473647
319,hammerfest,70.6634,23.6821,15.25,77,20,0.0,NO,1693473913
320,carahue,-38.7,-73.1667,3.420000000000016,96,100,1.34,CL,1693473915
321,effingham,32.3669,-81.3332,23.25,95,97,5.04,US,1693473918
322,callao,-12.0667,-77.15,19.840000000000032,77,100,2.57,PE,1693473920
323,codrington,-38.2667,141.9667,11.379999999999995,74,87,7.16,AU,1693473925
324,incheon,37.45,126.4161,25.99000000000001,69,0,4.12,KR,1693473603
325,mayahi,13.9553,7.6712,29.879999999999995,59,100,5.98,NE,1693473930
326,zhoukou,33.6333,114.6333,29.939999999999998,56,0,2.44,CN,1693473933
327,tanjungagung,-3.9333,103.8,33.49000000000001,35,99,2.73,ID,1693473935
328,dhamar,14.5427,44.4051,22.650000000000034,36,74,3.01,YE,1693473938
329,konarka,19.9,86.1167,33.22000000000003,65,89,4.03,IN,1693473940
330,yuzhno-kurilsk,44.0306,145.8556,18.900000000000034,97,94,6.82,RU,1693473943
331,margate,51.3813,1.3862,18.160000000000025,63,86,1.79,GB,1693473948
332,castillos,-34.1667,-53.8333,8.840000000000032,91,71,1.86,UY,1693473950
333,usogorsk,63.4106,48.6872,19.390000000000043,54,84,0.93,RU,1693473953
334,ola,59.5833,151.2833,16.189999999999998,95,96,5.29,RU,1693473955
335,st. john's,47.5649,-52.7093,22.860000000000014,95,100,13.89,CA,1693473894
336,sola,-13.8833,167.55,24.370000000000005,100,75,0.0,VU,1693473963
337,quellon,-43.1167,-73.6167,6.140000000000043,93,100,4.63,CL,1693473966
338,ryl'sk,51.5655,34.6822,26.840000000000032,21,3,4.8,RU,1693473968
339,colonia,50.9333,6.95,18.920000000000016,70,20,4.63,DE,1693473782
340,ugoofaaru,5.6667,73.0,27.650000000000034,74,100,10.69,MV,1693473976
341,tongliao,43.6125,122.2653,25.07000000000005,43,32,1.19,CN,1693473978
342,kourou,5.1552,-52.6478,23.03000000000003,91,23,2.14,GF,1693473981
343,weno,7.4515,151.8468,28.970000000000027,84,100,0.0,FM,1693473983
344,sarupathar,26.1984,93.8094,31.189999999999998,81,42,0.5,IN,1693473985
345,kuanda,56.3161,116.0806,24.510000000000048,43,23,0.95,RU,1693473988
346,cabinda,-5.55,12.2,27.08000000000004,74,75,4.12,AO,1693473990
347,bengkulu,-3.8004,102.2655,27.460000000000036,75,98,6.01,ID,1693473993
348,galveston,29.3669,-94.9669,27.210000000000036,71,2,2.24,US,1693473995
349,oconomowoc,43.1117,-88.4993,11.54000000000002,96,0,0.0,US,1693473998
350,sao francisco de assis,-29.5503,-55.1311,14.240000000000009,90,0,2.2,BR,1693474000
351,pagar alam,-4.0167,103.2667,24.600000000000023,77,94,1.39,ID,1693474003
352,saint-francois,46.4154,3.9054,17.600000000000023,63,75,3.09,FR,1693474005
353,colby,39.3958,-101.0524,19.060000000000002,67,0,7.2,US,1693474007
354,lethem,3.3803,-59.7968,24.620000000000005,71,0,3.1,GY,1693474010
355,la toma,-33.0526,-65.6238,6.28000000000003,39,24,1.28,AR,1693474012
356,kabansk,52.0486,106.6528,26.55000000000001,34,64,1.25,RU,1693474015
357,patterson,37.4716,-121.1297,23.210000000000036,28,0,0.9,US,1693474017
358,maraba,-5.3686,-49.1178,25.100000000000023,100,75,0.0,BR,1693474020
359,fuman,37.2273,49.3142,29.720000000000027,49,1,2.5,IR,1693474022
360,wotho,10.1657,166.0102,28.83000000000004,78,94,6.88,MH,1693474025
361,mbekenyera,-10.0,38.9833,32.75,28,10,2.6,TZ,1693474028
362,carrizo springs,28.5219,-99.8606,24.340000000000032,64,0,2.06,US,1693474030
363,maintirano,-18.0667,44.0167,26.99000000000001,60,23,6.3,MG,1693474032
364,marsh harbour,26.5412,-77.0636,29.350000000000023,78,100,8.03,BS,1693474035
365,port lincoln,-34.7333,135.8667,12.439999999999998,77,43,3.79,AU,1693474038
366,senillosa,-39.0,-68.4167,5.8799999999999955,52,100,2.05,AR,1693474043
367,aswan,24.0934,32.907,40.610000000000014,15,0,3.09,EG,1693474045
368,bizhbulyak,53.6967,54.2642,16.180000000000007,49,63,8.27,RU,1693474048
369,lisala,2.15,21.5167,31.150000000000034,50,86,1.51,CD,1693474050
370,lycksele,64.5954,18.6735,14.930000000000007,77,0,3.09,SE,1693474053
371,fauske,67.2588,15.3918,16.360000000000014,59,99,0.19,NO,1693474055
372,puerto padre,21.195,-76.6028,26.02000000000004,88,100,1.34,CU,1693474057
373,kruisfontein,-34.0033,24.7314,27.210000000000036,27,5,4.39,ZA,1693474060
374,mariehamn,60.0973,19.9348,16.920000000000016,82,75,5.66,AX,1693474063
375,andergrove,-21.0833,149.1833,20.33000000000004,84,1,3.09,AU,1693474065
376,huangshi,30.2042,115.0776,28.310000000000002,63,16,1.05,CN,1693474068
377,oyama,36.3,139.8,31.99000000000001,46,99,4.29,JP,1693473775
378,torres,-29.3353,-49.7269,14.370000000000005,81,0,1.81,BR,1693474072
379,minas de marcona,-15.2119,-75.1103,11.660000000000025,90,53,5.87,PE,1693474075
380,timmins,48.4669,-81.3331,8.900000000000034,93,20,2.57,CA,1693474078
381,nakamura,32.9833,132.9333,24.660000000000025,95,100,1.58,JP,1693473892
382,sandnessjoen,66.0217,12.6316,14.060000000000002,88,20,1.03,NO,1693474082
383,sorong,-0.8833,131.25,26.99000000000001,82,87,6.57,ID,1693474085
384,ginebra,46.2022,6.1457,20.27000000000004,54,75,4.63,CH,1693473842
385,dubbo,-32.25,148.6167,10.07000000000005,66,1,3.09,AU,1693473755
386,cabugao,17.7931,120.4578,27.920000000000016,92,100,7.25,PH,1693474092
387,luwuk,-0.9516,122.7875,26.730000000000018,77,100,3.67,ID,1693474095
388,trujillo,-8.116,-79.03,19.980000000000018,83,100,2.06,PE,1693474097
389,albertina,-22.2008,-46.6158,13.78000000000003,68,50,2.18,BR,1693474100
390,urzhar,47.093,81.6294,18.120000000000005,61,99,6.35,KZ,1693474102
391,bafata,12.1667,-14.75,25.689999999999998,89,47,1.64,GW,1693474105
392,yuncheng,35.0231,110.9928,32.950000000000045,30,39,3.25,CN,1693474107
393,ati,13.2154,18.3353,28.99000000000001,54,91,3.14,TD,1693474109
394,shubarshi,48.5872,57.1869,21.420000000000016,29,5,8.69,KZ,1693474112
395,lamu,-2.2717,40.902,28.120000000000005,68,71,6.06,KE,1693474114
396,kununurra,-15.7667,128.7333,28.99000000000001,28,31,2.06,AU,1693474117
397,kangding,30.0513,101.9603,16.060000000000002,95,100,2.31,CN,1693474119
398,qamdo,31.1667,97.2333,16.58000000000004,43,71,3.07,CN,1693474122
399,tarnogskiy gorodok,60.4997,43.5761,20.350000000000023,51,100,0.96,RU,1693474124
400,gazojak,41.1875,61.4036,25.160000000000025,18,0,2.19,TM,1693474127
401,uddevalla,58.3478,11.9424,19.99000000000001,78,100,0.45,SE,1693474129
402,kiffa,16.6166,-11.4045,30.510000000000048,59,42,3.45,MR,1693474132
403,tralee,52.2704,-9.7026,17.140000000000043,88,75,4.12,IE,1693474134
404,santa rosalia,27.3167,-112.2833,28.83000000000004,69,91,0.57,MX,1693474137
405,trincomalee,8.5711,81.2335,30.129999999999995,71,84,3.83,LK,1693474139
406,faya-largeau,17.9257,19.1043,36.02000000000004,34,8,3.92,TD,1693474142
407,nadym,65.5333,72.5167,16.850000000000023,42,100,6.29,RU,1693474144
408,katabu,-4.9333,122.5167,27.930000000000007,50,27,3.26,ID,1693474147
409,yucheng,34.9289,116.4653,28.439999999999998,67,0,2.85,CN,1693474149
410,beloyarskiy,63.7119,66.6722,18.450000000000045,60,100,5.5,RU,1693474152
411,dana point,33.467,-117.6981,22.600000000000023,94,0,2.24,US,1693474154
412,boca suno,-0.7167,-77.1333,21.410000000000025,91,34,0.82,EC,1693474157
413,bamboo flat,11.7,92.7167,29.05000000000001,79,75,3.6,IN,1693474160
414,greymouth,-42.4667,171.2,6.160000000000025,84,71,1.56,NZ,1693474162
415,sao jose da coroa grande,-8.8978,-35.1478,24.180000000000007,85,25,3.36,BR,1693474164
416,novyy turtkul',41.55,61.0167,24.950000000000045,20,0,2.5,UZ,1693474167
417,ribeira brava,32.65,-17.0667,26.350000000000023,70,49,0.89,PT,1693474170
418,salalah,17.0151,54.0924,30.05000000000001,79,75,6.17,OM,1693474172
419,upington,-28.4478,21.2561,26.210000000000036,17,0,10.29,ZA,1693474175
420,kuta,-8.7233,115.1723,26.970000000000027,78,20,9.39,ID,1693474177
421,mermoz boabab,14.7065,-17.4758,28.879999999999995,79,40,3.09,SN,1693474180
422,rundu,-17.9333,19.7667,26.54000000000002,14,0,2.7,NA,1693474182
423,fisterra,42.9049,-9.2629,22.230000000000018,85,2,1.34,ES,1693474185
424,palapye,-22.546,27.1251,21.129999999999995,33,0,2.78,BW,1693474187
425,palmer,42.1584,-72.3287,17.230000000000018,72,75,2.57,US,1693474190
426,guerrero negro,27.9769,-114.0611,23.600000000000023,70,100,2.07,MX,1693474192
427,dalnegorsk,44.5604,135.5701,19.53000000000003,97,100,0.28,RU,1693474194
428,horsham,51.064,-0.3272,16.04000000000002,82,20,0.51,GB,1693474197
429,saldanha,-33.0117,17.9442,14.03000000000003,80,100,6.48,ZA,1693474200
430,masuguru,-11.3667,38.4167,32.56,29,38,2.19,TZ,1693474205
431,vernon,50.2581,-119.2691,18.670000000000016,53,100,2.24,CA,1693474211
432,girua,-28.0283,-54.3497,13.090000000000032,80,0,1.66,BR,1693474214
433,sidrolandia,-20.9319,-54.9614,22.150000000000034,64,14,2.14,BR,1693474216
434,yelizovo,53.1873,158.3805,16.08000000000004,77,0,3.13,RU,1693474219
435,agat village,13.3886,144.6585,26.52000000000004,92,75,2.57,GU,1693474221
436,aroeiras,-7.5453,-35.7075,21.939999999999998,81,52,3.37,BR,1693474224
437,sao caetano de odivelas,-0.75,-48.02,24.30000000000001,88,16,1.79,BR,1693474227
438,yoichi,43.2039,140.7703,25.920000000000016,87,86,3.56,JP,1693473969
439,klaksvik,62.2266,-6.589,10.510000000000048,74,100,4.58,FO,1693474232
440,jose pedro varela,-33.45,-54.5333,7.830000000000041,88,68,1.06,UY,1693474234
441,campos belos,-13.0367,-46.7717,23.420000000000016,69,73,1.27,BR,1693474186
442,boende,-0.2167,20.8667,34.660000000000025,39,24,1.41,CD,1693474239
443,ouesso,1.6136,16.0517,33.400000000000034,40,51,1.55,CG,1693474242
444,kalabo,-14.97,22.6814,28.879999999999995,12,0,2.77,ZM,1693474244
445,santiago de cao,-7.9589,-79.2392,20.07000000000005,83,100,2.06,PE,1693474249
446,happy valley-goose bay,53.3168,-60.3315,6.170000000000016,87,100,7.2,CA,1693474252
447,nungua,5.6011,-0.0771,26.230000000000018,89,75,4.63,GH,1693474254
448,dryden,49.7833,-92.7503,15.160000000000025,82,0,3.6,CA,1693474257
449,scarborough,54.2797,-0.4044,16.760000000000048,74,86,1.12,GB,1693474259
450,remire-montjoly,4.9167,-52.2667,23.02000000000004,100,0,0.0,GF,1693474262
451,el granada,37.5027,-122.4694,19.939999999999998,76,0,5.66,US,1693474265
452,queenstown,-31.8976,26.8753,25.79000000000002,14,0,9.46,ZA,1693474267
453,inhambane,-23.865,35.3833,25.99000000000001,53,40,2.06,MZ,1693474270
454,zaozersk,69.4005,32.4476,16.04000000000002,71,90,3.35,RU,1693474272
455,sievi,63.9,24.5,13.939999999999998,98,100,2.61,FI,1693474275
456,hami,42.8,93.45,35.06,13,0,4.83,CN,1693474278
457,markaz-e hukumat-e darweshan,31.1323,64.1934,43.379999999999995,7,0,4.06,AF,1693474280
458,hanak,41.2336,42.8472,25.930000000000007,35,0,1.14,TR,1693474283
459,chardara,41.2547,67.9692,25.480000000000018,25,0,3.29,KZ,1693474286
460,benito juarez,19.385,-99.165,18.33000000000004,67,75,2.68,MX,1693474288
461,gwaram,11.2764,9.8858,30.480000000000018,56,100,2.23,NG,1693474291
462,vilyuysk,63.7553,121.6247,18.660000000000025,64,76,5.51,RU,1693474293
463,acarau,-2.8856,-40.12,26.090000000000032,72,30,8.19,BR,1693474296
464,geraldton,-28.7667,114.6,25.230000000000018,31,0,6.17,AU,1693474261
465,alesund,62.4723,6.1549,17.640000000000043,84,75,3.6,NO,1693474301
466,meadow lake,34.8014,-106.5436,23.99000000000001,42,0,3.32,US,1693474304
467,kimbe,-5.5502,150.1429,23.510000000000048,77,83,4.03,PG,1693474306
468,holyhead,53.3062,-4.6321,15.960000000000036,72,75,5.14,GB,1693474309
469,ihtiman,42.4333,23.8167,25.340000000000032,47,17,1.34,BG,1693474312
470,huicungo,-7.2833,-76.8,21.5,76,100,0.61,PE,1693474314
471,thabazimbi,-24.5917,27.4116,24.0,26,0,2.14,ZA,1693474317
472,caleta de carquin,-11.0925,-77.6267,18.220000000000027,85,48,3.76,PE,1693474320
473,moyynkum,44.2914,72.9469,24.360000000000014,21,33,4.97,KZ,1693474322
474,port douglas,-16.4833,145.4667,21.140000000000043,66,14,0.16,AU,1693474325
475,el obeid,13.1842,30.2167,29.870000000000005,49,61,3.38,SD,1693474328
476,maxixe,-23.8597,35.3472,25.900000000000034,53,40,2.06,MZ,1693474330
477,saint-marc,19.1082,-72.6938,27.310000000000002,75,100,2.24,HT,1693474333
478,namibe,-15.1961,12.1522,22.510000000000048,74,22,4.74,AO,1693474336
479,kiunga,-6.1219,141.2906,22.610000000000014,94,81,1.36,PG,1693474338
480,pama,11.2497,0.7075,27.480000000000018,69,92,1.54,BF,1693474341
481,owen sound,44.5672,-80.9435,11.760000000000048,65,0,0.97,CA,1693474346
482,paros,37.0833,25.15,29.77000000000004,51,0,5.14,GR,1693474349
483,roscoe,42.4133,-89.0093,10.29000000000002,93,0,2.58,US,1693474351
484,khirkiyan,22.1667,76.85,33.10000000000002,46,80,1.69,IN,1693474354
485,nagua,19.3832,-69.8474,25.350000000000023,91,100,1.57,DO,1693474356
486,sanctuary point,-35.1114,150.629,15.970000000000027,85,27,1.61,AU,1693474359
487,mount pearl,47.5166,-52.7813,22.400000000000034,95,100,11.32,CA,1693474361
488,jaffna,9.6685,80.0074,28.689999999999998,77,22,6.43,LK,1693474364
489,pedernales,18.0384,-71.744,27.900000000000034,66,90,1.54,DO,1693474366
490,santa cruz del sur,20.7147,-77.9956,26.920000000000016,82,95,3.37,CU,1693474369
491,centralia,46.7162,-122.9543,16.460000000000036,93,100,0.0,US,1693474371
492,wenchang,30.904,118.4887,23.610000000000014,82,49,2.92,CN,1693474374
493,mbandaka,0.0487,18.2603,30.170000000000016,50,55,1.3,CD,1693474353
494,ulladulla,-35.35,150.4667,12.110000000000014,84,38,1.98,AU,1693474379
495,tuy hoa,13.0833,109.3,31.25,63,98,2.85,VN,1693474203
496,dawei,14.0833,98.2,27.870000000000005,78,88,2.49,MM,1693474383
497,alofi,-19.0595,-169.9187,22.939999999999998,68,78,5.66,NU,1693474386
498,bodaybo,57.8506,114.1933,21.860000000000014,77,100,1.46,RU,1693474391
499,hadibu,12.65,54.0333,29.900000000000034,60,8,8.65,YE,1693474394
500,burang,30.25,81.1667,18.25,38,1,4.26,CN,1693474396
501,sal rei,16.1833,-22.9167,28.110000000000014,89,75,3.6,CV,1693474399
502,zalingei,12.9096,23.4741,30.58000000000004,41,85,1.85,SD,1693474401
503,truro,50.2653,-5.0544,17.660000000000025,100,75,6.69,GB,1693474404
504,shingu,33.7333,135.9833,25.29000000000002,90,93,1.02,JP,1693474406
505,kongolo,-5.3833,27.0,31.54000000000002,26,88,2.78,CD,1693474409
506,grootfontein,-19.5667,18.1167,25.730000000000018,13,3,3.92,NA,1693474210
507,tocopilla,-22.092,-70.1979,16.480000000000018,73,23,1.78,CL,1693474414
508,mega,4.05,38.3,21.30000000000001,46,43,6.6,ET,1693474416
509,islamkot,24.6997,70.177,34.55000000000001,39,8,6.41,PK,1693474419
510,stevensville,38.9807,-76.3144,20.640000000000043,73,0,2.57,US,1693474421
511,lakatoro,-16.0999,167.4164,24.720000000000027,92,85,2.02,VU,1693474424
512,tirebolu,41.0069,38.8139,29.58000000000004,56,21,2.73,TR,1693474426
513,lebanon,36.2081,-86.2911,17.110000000000014,90,20,2.06,US,1693474429
514,santa isabel,-23.3156,-46.2214,12.420000000000016,88,11,0.45,BR,1693474431
515,alaghsas,17.0187,8.0168,28.939999999999998,54,0,5.14,NE,1693474434
516,tyuratam,45.6507,63.3156,24.400000000000034,22,22,10.92,KZ,1693474436
517,procida,40.7569,14.0144,25.54000000000002,67,2,3.13,IT,1693474439
518,labytnangi,66.6572,66.4183,15.730000000000018,49,99,4.82,RU,1693474441
519,rozhyshche,50.9154,25.2691,18.400000000000034,90,96,4.37,UA,1693474444
520,as salamiyah,35.0113,37.0532,35.18000000000001,19,0,4.23,SY,1693474449
521,bel ombre,-4.6167,55.4167,28.910000000000025,70,20,6.69,SC,1693474451
522,covilha,40.286,-7.504,26.980000000000018,37,75,1.22,PT,1693474454
523,hailey,43.5196,-114.3153,9.930000000000007,66,0,5.36,US,1693474456
524,persembe,41.0656,37.7714,28.680000000000007,49,41,3.43,TR,1693474459
525,hoi an,15.8794,108.335,29.980000000000018,86,100,3.54,VN,1693474206
526,al muwayh,22.4333,41.7583,39.420000000000016,12,1,3.1,SA,1693474464
527,sawai madhopur,25.9833,76.3667,34.5,39,39,1.49,IN,1693474466
528,dickinson,29.4608,-95.0513,27.970000000000027,78,0,0.0,US,1693474469
529,san fernando de apure,7.8878,-67.4724,23.090000000000032,96,38,1.11,VE,1693474473
530,caburan,5.9181,125.6411,27.600000000000023,81,16,5.76,PH,1693474476
531,port-vila,-17.7338,168.3219,23.78000000000003,100,75,0.0,VU,1693474462
532,trairi,-3.2778,-39.2689,26.05000000000001,71,3,5.02,BR,1693474481
